id,username,email,role,Make,Acceleration 0 - 100 km/h,Top Speed,Electric Range,Total Power,Total Torque,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats,Maintenance Cost,Battery Capacity,Pincode,Date,Time,Location Longitude,Location Latitude,Status,Drive,Battery Level,Range
881,danielletucker,qrosales@gmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1614.92,78,39643,24-08-2024,00:19:51,145.845273,-64.045394,1,Front,30,145.5
882,saranovak,kaufmanjulia@yahoo.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3571.45,82,45494,25-01-2024,15:13:08,-80.848708,-34.696803,1,AWD,87,421.95
883,mariecasey,sara48@yahoo.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2355.85,82,63561,24-02-2024,00:58:14,-69.508271,89.138783,1,Rear,56,271.6
884,ashleyturner,carlbuckley@gray-stevenson.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1222.64,78,49494,23-09-2024,04:32:24,-173.833155,13.246075,0,Front,73,354.05
885,eduardodavis,dfox@hotmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2486.78,82,42026,23-03-2024,23:43:40,165.221189,-67.604347,1,AWD,48,232.8
886,robertsbrandy,scottcurtis@yahoo.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2502.96,78,12921,18-07-2024,19:54:17,-26.026409,-47.402932,0,Front,94,455.9
887,wayne01,christopherharris@gmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2372.63,82,43043,05-02-2024,16:01:37,-4.183209,-33.050353,1,AWD,56,271.6
888,ryannichols,landryalexis@jones.biz,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3303.51,82,83189,22-07-2024,17:14:54,-147.968547,-31.684175,0,Rear,45,218.25
889,david70,thomasronald@hotmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3405.14,82,86555,17-03-2024,08:58:46,-140.120594,7.830413,1,AWD,91,441.35
890,watsonjose,powellbrian@brown.biz,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1867.8,78,44441,08-09-2024,09:42:20,-23.998053,17.247678,1,Front,88,426.8
891,leonardruth,keithdavis@kramer-johnson.biz,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4083.57,82,63467,15-01-2024,11:38:00,-109.106907,15.809163,1,AWD,52,252.2
892,scottjoanna,davismichelle@orozco-harris.net,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2695.22,83.9,18936,19-02-2024,10:19:33,44.684469,-89.085954,0,Rear,41,198.85
893,benjamin53,elizabethwilliams@taylor-johnson.org,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2865.78,78,99789,19-01-2024,04:48:16,56.473821,-58.276492,1,Front,33,160.05
894,jonathanparker,leedarlene@white-gray.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4549.29,78,28639,02-03-2024,04:26:09,63.747818,57.860654,1,Front,51,247.35
895,matthew64,jaylopez@yahoo.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1608.66,82,39613,27-10-2024,10:28:51,-17.96376,-21.366085,1,Rear,34,164.9
896,apatterson,brandy66@adams.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3417.83,82,96141,10-11-2024,01:48:00,-53.925066,66.832767,0,AWD,83,402.55
897,samuelchavez,joshuaberry@hotmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3105.73,82,82432,20-05-2024,23:34:12,55.482491,71.715256,0,AWD,57,276.45
898,wgreer,cookgregory@yahoo.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3574.07,82,53491,24-05-2024,17:17:38,-79.229979,-8.479566,0,AWD,67,324.95
899,adamskathryn,mitchellsanchez@hotmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1008.22,82,67465,24-01-2024,22:56:57,14.422246,-86.270475,0,Rear,31,150.35
900,revans,jeffrey69@hotmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2149.9,82,49111,02-03-2024,18:57:20,-16.331435,-50.957954,0,AWD,62,300.7
901,sandra66,matthewhoffman@hotmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2103.84,82,90862,28-09-2024,23:43:32,-155.821951,-19.574375,0,AWD,84,407.4
902,julie24,lsnyder@evans.info,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,3081.15,83.9,11222,01-03-2024,23:44:04,129.822477,-72.759062,0,Rear,70,339.5
903,vtapia,joseph46@murphy.org,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1681.8,82,3926,09-06-2024,02:48:56,-125.791443,-74.746038,1,AWD,72,349.2
904,jcross,plawrence@hotmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2705.12,82,80247,19-10-2024,23:37:12,-35.86093,-17.937765,0,Rear,50,242.5
905,perrymichael,garciapenny@rios.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4360.75,78,3531,12-07-2024,06:09:49,46.345221,-73.294618,0,Front,33,160.05
906,danderson,kimberlymejia@gmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4735.71,82,36397,27-07-2024,17:36:13,59.209731,-8.571462,0,AWD,54,261.9
907,thaley,paulhill@wilson.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2211.79,82,52698,31-10-2024,00:32:40,-79.678991,26.22894,0,AWD,90,436.5
908,krista76,dawn29@martin.biz,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2492.79,82,27385,12-11-2024,16:00:15,144.65677,-53.899261,1,AWD,32,155.2
909,stevenskaitlin,lewislori@yahoo.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1107.97,83.9,66774,15-09-2024,12:25:52,-176.934748,-49.418444,0,Rear,63,305.55
910,whiterobert,ashley19@yahoo.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4961.39,78,59679,18-09-2024,15:58:19,-152.105446,35.963684,0,Front,45,218.25
911,jefferywalker,garciapeter@bell.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2562.09,82,15389,04-06-2024,08:10:52,-69.59785,69.581705,0,AWD,70,339.5
912,ashleynelson,leejesse@lewis-lowery.biz,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4201.66,82,63681,12-09-2024,18:47:00,-51.274611,38.446506,1,AWD,62,300.7
913,amanda14,christopher01@snyder-robinson.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1555.43,78,33406,30-07-2024,07:39:49,-141.899697,-73.020569,0,Front,80,388
914,ssmith,williamslarry@english.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2714.97,82,69921,06-08-2024,06:51:39,-141.747245,37.081537,0,AWD,92,446.2
915,powellamy,waltercarrie@carter.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1604.99,82,34293,13-07-2024,08:32:32,-163.754506,27.854465,1,Rear,65,315.25
916,angela20,james60@woods.org,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4749.59,82,13567,20-03-2024,21:20:11,-121.219507,-88.546801,0,AWD,92,446.2
917,millerkristin,gibbsdarren@patton.org,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1562.55,82,89871,30-04-2024,05:53:43,-83.233523,-71.50965,0,AWD,89,431.65
918,rebecca02,christopher28@rosales-evans.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1984.72,82,64015,27-09-2024,04:42:16,77.195891,-75.9104,0,AWD,40,194
919,taraalvarez,bjames@gmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3858.05,82,79825,28-01-2024,10:52:16,144.603939,-46.040351,1,AWD,78,378.3
920,johnsondana,sandovalnicholas@hotmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1191.63,78,38022,06-03-2024,10:41:21,-144.375004,-22.785366,0,Front,86,417.1
921,davidcampbell,mckinneychristopher@robinson-williams.org,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1786.6,82,87461,17-06-2024,08:31:46,-71.871748,88.234603,0,AWD,72,349.2
922,jjones,matthew52@hotmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2047.22,78,65623,14-10-2024,00:22:06,158.412552,87.20315,1,Front,43,208.55
923,taylormichael,villasteven@hotmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4870.42,83.9,78778,30-09-2024,15:45:40,72.995372,54.90442,0,Rear,39,189.15
924,ronald94,johnsondaniel@haynes.biz,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2511.21,82,27791,21-05-2024,19:14:34,27.823436,-36.720491,0,AWD,67,324.95
925,olivia27,zmoore@hodges.biz,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4686.93,78,48598,11-01-2024,05:52:52,38.320862,44.824726,0,Front,76,368.6
926,alvarezelizabeth,michele41@smith.net,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4519.85,82,85472,12-06-2024,17:38:24,139.382812,77.212258,0,AWD,62,300.7
927,cobbwilliam,smithdanielle@ortiz-greene.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,3793.12,83.9,13646,07-07-2024,17:59:46,157.586351,38.413105,1,Rear,89,431.65
928,adrianrussell,martinezmolly@martin.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2599.93,82,23437,03-08-2024,02:56:10,-83.893689,-27.105131,0,AWD,88,426.8
929,herrerathomas,michaelobrien@phillips.net,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1997.74,78,35625,24-06-2024,19:06:12,-170.478799,-35.69955,1,Front,46,223.1
930,perezpamela,boylemichael@mckenzie.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,3718.39,83.9,42271,29-10-2024,17:33:57,-2.095889,-28.019969,1,Rear,74,358.9
931,katieschmidt,moodysamuel@bowman.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2687.28,78,64644,04-08-2024,10:35:48,145.093725,64.55618,0,Front,39,189.15
932,bwarren,yorkandrew@garcia-roberts.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1991.84,82,32297,27-04-2024,20:21:59,18.381488,3.135527,0,Rear,68,329.8
933,monica28,keith86@roberts-stephenson.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4818.71,78,72669,15-01-2024,18:16:40,67.845851,-28.506252,1,Front,42,203.7
934,andrewwalker,jzavala@hotmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4478.05,82,93610,10-01-2024,14:53:20,-21.446235,-7.717835,1,Rear,69,334.65
935,xgrant,connorholloway@swanson.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,3301.36,78,94937,05-06-2024,03:43:36,26.188581,63.291691,0,Front,76,368.6
936,floresmartin,robyn59@hotmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1961.86,82,40617,28-09-2024,14:48:44,-145.385627,-76.210609,1,AWD,43,208.55
937,jacob06,norrismichael@gmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3694.08,82,68635,24-08-2024,00:41:02,-62.800014,-67.448125,0,AWD,66,320.1
938,esmith,drivera@hall.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4427.67,82,58703,17-01-2024,20:03:32,-67.664244,-15.02261,1,AWD,73,354.05
939,douglas61,ebeck@matthews-arnold.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4607.55,82,47387,26-03-2024,11:09:33,-160.457413,-40.295488,1,AWD,56,271.6
940,james69,tphillips@ayala-porter.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1815.68,78,42851,07-11-2024,10:21:40,168.132285,-86.516652,0,Front,83,402.55
941,emma32,jasonhunt@gmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1225.86,83.9,36402,01-02-2024,09:47:03,-107.842068,-47.425003,0,Rear,84,407.4
942,kylecortez,sherisanders@gmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,3390.47,78,43443,26-07-2024,22:40:14,46.082275,78.906284,1,Front,40,194
943,lcampbell,fthompson@lamb.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4845.88,82,59768,24-01-2024,09:35:25,16.819007,47.329719,1,Rear,71,344.35
944,jeffreythomas,michael31@yahoo.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2949.68,82,84391,27-07-2024,07:22:59,154.747121,19.673344,0,AWD,64,310.4
945,rperez,cassielong@williamson.info,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2632.38,82,39231,01-03-2024,00:22:46,-169.052658,74.058077,1,Rear,39,189.15
946,anthonymiller,rebeccahoward@gmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3668.73,82,77878,09-03-2024,04:08:26,-14.499213,70.20993,0,AWD,96,465.6
947,thomasmooney,iwalker@walton-maddox.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4366.5,82,30729,15-08-2024,13:23:28,110.720879,-70.718273,1,AWD,91,441.35
948,turnerkimberly,lopezbrandon@gmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1299.84,78,88505,15-08-2024,15:52:43,96.526098,40.544896,0,Front,100,485
949,dawnlewis,fmunoz@brown.org,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4601.91,83.9,85439,12-05-2024,20:08:32,98.699169,-17.997047,1,Rear,47,227.95
950,vthomas,holly18@hotmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1457.59,82,48796,17-05-2024,16:14:36,68.554055,-42.841609,0,Rear,30,145.5
951,acostabeth,aaronbauer@acosta-madden.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4875.45,82,97874,01-04-2024,02:14:26,177.628191,-82.195218,0,Rear,76,368.6
952,yowens,martin47@roberts.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2397.54,83.9,81102,24-04-2024,18:30:20,38.428291,-31.306795,1,Rear,83,402.55
953,ericalyons,santiagoterri@costa-dawson.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3332.92,82,8157,13-05-2024,06:24:40,-81.654107,-47.926726,0,AWD,63,305.55
954,wwong,martinezkristen@gmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2405.19,82,73085,03-02-2024,21:10:03,148.387224,48.310521,0,AWD,36,174.6
955,thomas06,moorejohn@wilson.info,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2868.34,82,3652,30-05-2024,20:08:07,68.110666,-47.297769,1,Rear,70,339.5
956,pharris,jamestucker@kelly.biz,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3619.8,82,83831,19-07-2024,04:09:27,-173.773339,-11.153495,1,AWD,65,315.25
957,robert71,megan94@smith.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3507.35,82,59949,18-11-2024,12:46:23,-64.249002,-18.121408,0,AWD,32,155.2
958,ashleymedina,jacquelinejones@green.org,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1027.57,83.9,86838,31-08-2024,08:51:29,18.284832,83.256017,1,Rear,51,247.35
959,isalazar,dakota83@hotmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2585.12,82,65634,09-06-2024,20:19:21,105.083495,-38.927567,1,AWD,75,363.75
960,khanmatthew,blakegarcia@contreras-johnson.biz,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1590.52,78,46782,04-03-2024,18:43:36,-99.554429,-59.078297,1,Front,75,363.75
961,bcarter,monicawood@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2794.09,82,64444,12-03-2024,17:38:30,-9.008826,48.225288,0,Rear,52,252.2
962,jeffrey37,wedwards@yahoo.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1650.39,82,80926,01-07-2024,19:35:49,-82.094813,-26.647882,1,AWD,97,470.45
963,ldixon,fredolsen@hotmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3891.12,82,38246,02-10-2024,22:48:06,-10.620884,-5.004957,0,Rear,56,271.6
964,parkercolleen,benjaminbeth@hotmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3651.7,82,55394,06-05-2024,10:38:03,108.040414,-33.695015,1,Rear,86,417.1
965,michele20,karenliu@hotmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1046.8,78,65013,10-03-2024,09:37:57,-12.928433,81.017623,0,Front,62,300.7
966,jacqueline97,gail42@anderson.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1608.25,78,57790,30-10-2024,10:33:39,151.884234,-56.466307,0,Front,52,252.2
967,lopezkristin,smurray@hotmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2261.59,82,88074,10-10-2024,12:21:35,-83.418471,-42.746765,0,Rear,77,373.45
968,renee79,nathanielshields@yahoo.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1727.63,78,92004,11-09-2024,23:09:14,55.692325,-29.965638,1,Front,42,203.7
969,harrisdebra,carterangela@schroeder.info,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1491.44,82,85056,10-10-2024,21:25:15,57.967401,-79.429608,0,Rear,63,305.55
970,householly,caleb67@yahoo.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1708.34,83.9,96163,21-06-2024,01:34:26,83.033267,-30.339342,0,Rear,80,388
971,richardrobinson,hgonzalez@hinton.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3674.65,82,6924,06-10-2024,07:30:50,-148.79013,1.068925,1,Rear,56,271.6
972,wesley42,kerri83@gmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4458.9,82,99163,23-03-2024,05:34:41,-9.323622,-87.651177,1,AWD,85,412.25
973,yjohnson,vjimenez@miller.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2247.96,82,84402,19-09-2024,04:26:50,-119.757063,65.384049,1,Rear,75,363.75
974,pamela92,samantha49@flowers.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4053.73,82,81979,23-05-2024,07:48:08,132.578621,-41.68309,1,AWD,34,164.9
975,neilsummers,rodriguezmartin@rodriguez-cooper.net,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4234.35,82,94269,25-09-2024,09:47:26,108.466754,-60.738183,1,AWD,75,363.75
976,fernandezbrandon,jonathan10@brown-allen.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2668.4,82,53672,29-05-2024,13:08:28,48.594099,52.08102,0,AWD,40,194
977,mcdanielmartha,hilldebbie@collins-flores.net,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2855.69,83.9,7046,17-03-2024,11:25:50,-52.780655,3.319443,1,Rear,63,305.55
978,garciarichard,hcampbell@yahoo.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2087.57,78,59588,01-08-2024,14:35:33,102.918645,79.302627,1,Front,81,392.85
979,haydencharlene,qtyler@sullivan.net,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4669.73,82,91453,04-08-2024,09:23:46,-69.330045,86.89333,1,AWD,59,286.15
980,timothygarcia,diazsarah@pollard-holmes.biz,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3165.26,82,15288,03-02-2024,08:43:27,2.100231,7.440379,1,Rear,73,354.05
981,yserrano,beth83@hotmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4602.09,83.9,26611,03-03-2024,15:09:49,-21.873774,-47.337827,1,Rear,83,402.55
982,ukane,cooktiffany@gmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4954,82,49643,14-03-2024,13:26:43,-81.62676,-74.126632,0,AWD,62,300.7
983,chapmanrobert,amywright@gmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2143.21,78,32936,12-08-2024,06:56:01,-114.086082,-44.760592,0,Front,87,421.95
984,justinhughes,mcdonaldkimberly@rogers-williams.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2297.95,82,71204,12-11-2024,08:06:37,-91.732619,14.689734,1,Rear,87,421.95
985,mkelley,briggskimberly@hernandez.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2180.54,82,27306,02-03-2024,17:11:26,151.436123,-35.446597,1,AWD,72,349.2
986,bmolina,levi50@flores.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4819.59,78,39799,14-06-2024,22:56:40,3.230411,-28.622091,1,Front,86,417.1
987,laratanner,nicholsanne@martinez-bowen.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1786.7,83.9,84244,26-06-2024,05:52:48,17.170824,-82.786179,0,Rear,35,169.75
988,stephanieleon,wgillespie@gmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1421.25,82,16343,22-10-2024,22:50:18,51.321737,-1.743505,1,AWD,94,455.9
989,luissteele,xgonzalez@hotmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2915.16,82,8559,04-01-2024,12:27:34,-91.970243,9.363083,1,AWD,77,373.45
990,charleswilcox,jamesleonard@yahoo.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,3461.8,83.9,28892,20-09-2024,05:14:26,115.066185,-19.546525,0,Rear,93,451.05
991,sallison,ndavis@hotmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1338.05,82,56494,16-02-2024,04:41:15,-136.240416,81.118794,0,AWD,93,451.05
992,xrodriguez,kelsey67@yahoo.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4702.43,83.9,39297,16-01-2024,10:06:31,-50.167359,-65.220129,0,Rear,68,329.8
993,pwarren,kimberly00@reeves.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2899.53,82,18642,18-09-2024,12:25:45,49.312081,86.976561,1,Rear,38,184.3
994,james79,daviddavis@wolf.org,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2684.62,78,92699,06-01-2024,22:11:08,104.925619,77.188125,1,Front,44,213.4
995,heather73,farmermatthew@hotmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1742.65,82,77406,14-02-2024,10:22:45,72.526328,83.943382,0,AWD,30,145.5
996,mcgeecole,jfletcher@smith-gordon.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1823.73,82,53103,15-05-2024,22:13:03,152.201432,57.843506,0,Rear,94,455.9
997,elizabethkirk,nboyer@gmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3784.14,82,42266,22-04-2024,11:14:56,-48.316224,-87.098956,0,AWD,44,213.4
998,michaelkline,campbellrichard@davis.net,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3554.37,82,54655,03-09-2024,08:28:57,-149.887066,16.024699,1,Rear,96,465.6
999,lisajohnson,dunlapstephanie@taylor.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1685,83.9,68454,25-02-2024,11:39:13,-60.204615,-61.118217,0,Rear,54,261.9
1000,joseph92,kellywilliams@gmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,3635.12,83.9,90836,12-10-2024,16:54:27,96.188647,-76.620479,0,Rear,41,198.85
